"Contract Number","Plan ID","Organization Type","Plan Type","Offers Part D","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date","Enrollment"
"H5619","100","Local CCP","HMO","Yes","ARCADIAN HEALTH PLAN, INC.","Humana","Humana Gold Plus H5619-100 (HMO)","Humana Inc.","01/01/2007","3172"
"H5619","101","Local CCP","HMO","Yes","ARCADIAN HEALTH PLAN, INC.","Humana","Humana Gold Plus H5619-101 (HMO)","Humana Inc.","01/01/2007","424"
"H5619","102","Local CCP","HMO","Yes","ARCADIAN HEALTH PLAN, INC.","Humana","Humana Gold Plus H5619-102 (HMO)","Humana Inc.","01/01/2007","361"
"H5619","104","Local CCP","HMO","Yes","ARCADIAN HEALTH PLAN, INC.","Humana","Humana Gold Plus H5619-104 (HMO)","Humana Inc.","01/01/2007","131"
"H5619","109","Local CCP","HMO","Yes","ARCADIAN HEALTH PLAN, INC.","Humana","Humana Value Plus H5619-109 (HMO)","Humana Inc.","01/01/2007","1868"
"H5619","110","Local CCP","HMO","Yes","ARCADIAN HEALTH PLAN, INC.","Humana","Humana Gold Plus H5619-110 (HMO)","Humana Inc.","01/01/2007","7524"
"H5619","111","Local CCP","HMO","Yes","ARCADIAN HEALTH PLAN, INC.","Humana","Humana Gold Plus H5619-111 (HMO)","Humana Inc.","01/01/2007","20650"
"H5619","112","Local CCP","HMO","Yes","ARCADIAN HEALTH PLAN, INC.","Humana","Humana Gold Plus H5619-112 (HMO)","Humana Inc.","01/01/2007","2036"
"H5619","113","Local CCP","HMO","Yes","ARCADIAN HEALTH PLAN, INC.","Humana","Humana Gold Plus H5619-113 (HMO)","Humana Inc.","01/01/2007","891"
"H5619","114","Local CCP","HMO","Yes","ARCADIAN HEALTH PLAN, INC.","Humana","Humana Gold Plus H5619-114 (HMO)","Humana Inc.","01/01/2007","3730"
"H5619","115","Local CCP","HMO","Yes","ARCADIAN HEALTH PLAN, INC.","Humana","Humana Gold Plus H5619-115 (HMO)","Humana Inc.","01/01/2007","1743"
"H5619","116","Local CCP","HMO","Yes","ARCADIAN HEALTH PLAN, INC.","Humana","Humana Gold Plus H5619-116 (HMO)","Humana Inc.","01/01/2007","1247"
"H5619","802","Local CCP","HMO","Yes","ARCADIAN HEALTH PLAN, INC.","Humana","Humana Medicare Employer (HMO)","Humana Inc.","01/01/2007","83"
"H5619","803","Local CCP","HMO","No","ARCADIAN HEALTH PLAN, INC.","Humana","Humana Medicare Employer (HMO)","Humana Inc.","01/01/2007","*"
"H5628","001","Local CCP","HMO","Yes","MOLINA HEALTHCARE OF UTAH, INC.","Molina Healthcare of Utah & Idaho","Molina Medicare Options Plus (HMO SNP)","Molina Healthcare, Inc.,","01/01/2006","4922"
"H5628","006","Local CCP","HMO","Yes","MOLINA HEALTHCARE OF UTAH, INC.","Molina Healthcare of Utah & Idaho","Healthy Advantage (HMO SNP)","Molina Healthcare, Inc.,","01/01/2006","2009"
"H5628","007","Local CCP","HMO","Yes","MOLINA HEALTHCARE OF UTAH, INC.","Molina Healthcare of Utah & Idaho","Healthy Advantage Plus (HMO)","Molina Healthcare, Inc.,","01/01/2006","2511"
"H5628","008","Local CCP","HMO","Yes","MOLINA HEALTHCARE OF UTAH, INC.","Molina Healthcare of Utah & Idaho","Molina Medicare Options Plus (HMO SNP)","Molina Healthcare, Inc.,","01/01/2006","2092"
"H5628","009","Local CCP","HMO","Yes","MOLINA HEALTHCARE OF UTAH, INC.","Molina Healthcare of Utah & Idaho","Molina Medicare Options (HMO)","Molina Healthcare, Inc.,","01/01/2006","300"
"H5628","010","Local CCP","HMO","Yes","MOLINA HEALTHCARE OF UTAH, INC.","Molina Healthcare of Utah & Idaho","Molina Medicare Options (HMO)","Molina Healthcare, Inc.,","01/01/2006","235"
"H5629","001","National PACE","National PACE","Yes","COMMUNITY ELDERCARE OF SAN DIEGO","St. Paul's PACE","St. Paul's PACE (PACE)","St. Paul’s Episcopal Home","02/01/2008","743"
"H5629","002","National PACE","National PACE","Yes","COMMUNITY ELDERCARE OF SAN DIEGO","St. Paul's PACE","St. Paul's PACE (PACE)","St. Paul’s Episcopal Home","02/01/2008","*"
"H5644","002","Local CCP","HMO","Yes","NETWORK HEALTH INSURANCE CORPORATION","Network Health Medicare Advantage Plans","Network Health Medicare Explore (HMO)","Network Health, Inc.","01/01/2019","44"
"H5649","001","Local CCP","HMO","Yes","CENTRAL HEALTH PLAN OF CALIFORNIA, INC.","Central Health Medicare Plan","Central Health Medicare Plan (HMO)","AHMC Central Health LLC","01/01/2006","25561"
"H5649","002","Local CCP","HMO","Yes","CENTRAL HEALTH PLAN OF CALIFORNIA, INC.","Central Health Medicare Plan","Central Health Medi-Medi Plan (HMO SNP)","AHMC Central Health LLC","01/01/2006","3727"
"H5649","004","Local CCP","HMO","Yes","CENTRAL HEALTH PLAN OF CALIFORNIA, INC.","Central Health Medicare Plan","Central Health Premier Plan (HMO)","AHMC Central Health LLC","01/01/2006","9654"
"H5649","006","Local CCP","HMO","Yes","CENTRAL HEALTH PLAN OF CALIFORNIA, INC.","Central Health Medicare Plan","Central Health Focus Plan (HMO SNP)","AHMC Central Health LLC","01/01/2006","2363"
"H5649","008","Local CCP","HMO","Yes","CENTRAL HEALTH PLAN OF CALIFORNIA, INC.","Central Health Medicare Plan","Central Health Ventura Medicare Plan (HMO)","AHMC Central Health LLC","01/01/2006","1038"
"H5649","009","Local CCP","HMO","Yes","CENTRAL HEALTH PLAN OF CALIFORNIA, INC.","Central Health Medicare Plan","Central Health Ventura Medi-Medi Plan (HMO SNP)","AHMC Central Health LLC","01/01/2006","507"
"H5649","013","Local CCP","HMO","Yes","CENTRAL HEALTH PLAN OF CALIFORNIA, INC.","Central Health Medicare Plan","Central Health Inspire HMO (HMO)","AHMC Central Health LLC","01/01/2006","171"
"H5649","014","Local CCP","HMO","Yes","CENTRAL HEALTH PLAN OF CALIFORNIA, INC.","Central Health Medicare Plan","Central Health Elite HMO SNP (HMO SNP)","AHMC Central Health LLC","01/01/2006","12"
"H5649","016","Local CCP","HMO","Yes","CENTRAL HEALTH PLAN OF CALIFORNIA, INC.","Central Health Medicare Plan","Central Health Prestige HMO (HMO)","AHMC Central Health LLC","01/01/2006","*"
"H5652","001","Local CCP","HMOPOS","Yes","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","UnitedHealthcare","Erickson Advantage Signature with Drugs (HMO-POS)","UnitedHealth Group, Inc.","09/01/2005","2358"
"H5652","002","Local CCP","HMOPOS","No","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","UnitedHealthcare","Erickson Advantage Signature without Drugs (HMO-POS)","UnitedHealth Group, Inc.","09/01/2005","138"
"H5652","003","Local CCP","HMOPOS","Yes","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","UnitedHealthcare","Erickson Advantage Guardian (HMO-POS SNP)","UnitedHealth Group, Inc.","09/01/2005","166"
"H5652","004","Local CCP","HMOPOS","Yes","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","UnitedHealthcare","Erickson Advantage Champion (HMO-POS SNP)","UnitedHealth Group, Inc.","09/01/2005","1469"
"H5652","006","Local CCP","HMOPOS","Yes","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","UnitedHealthcare","Erickson Advantage Freedom (HMO-POS)","UnitedHealth Group, Inc.","09/01/2005","795"
"H5656","001","Local CCP","HMO","Yes","SELECTCARE HEALTH PLANS, INC.","WellCare","WellCare TexanPlus Classic (HMO)","WellCare Health Plans, Inc.","01/01/2007","1997"
"H5656","801","Local CCP","HMO","Yes","SELECTCARE HEALTH PLANS, INC.","WellCare","Retiree - MA-PD CY (HMO)","WellCare Health Plans, Inc.","01/01/2007","*"
"H5656","802","Local CCP","HMO","Yes","SELECTCARE HEALTH PLANS, INC.","WellCare","Retiree - MA-PD non-CY (HMO)","WellCare Health Plans, Inc.","01/01/2007","*"
"H5656","803","Local CCP","HMO","No","SELECTCARE HEALTH PLANS, INC.","WellCare","Retiree - MA (HMO)","WellCare Health Plans, Inc.","01/01/2007","*"
"H5703","001","Local CCP","HMO","Yes","SOUTH COUNTRY HEALTH ALLIANCE","South Country Health Alliance","AbilityCare (HMO SNP)","South Country Health Alliance","01/01/2006","578"
"H5742","001","Local CCP","HMO","Yes","SHA, LLC","FirstCare Advantage","FirstCare Advantage Dual SNP (HMO SNP)","Baylor Scott & White Holdings","01/01/2019","*"
"H5746","016","Local CCP","HMO","Yes","AMERIGROUP COMMUNITY CARE OF NEW MEXICO, INC.","Amerigroup Community Care of New Mexico","Amerivantage Classic (HMO)","Anthem Inc.","01/01/2008","1398"
"H5774","003","Local CCP","HMO","No","TRIPLE S ADVANTAGE, INC.","Triple S Advantage","Basic (HMO)","Triple-S Management Corporation","01/01/2006","304"
"H5774","005","Local CCP","HMO","Yes","TRIPLE S ADVANTAGE, INC.","Triple S Advantage","Royal (HMO)","Triple-S Management Corporation","01/01/2006","9283"
"H5774","022","Local CCP","HMO","Yes","TRIPLE S ADVANTAGE, INC.","Triple S Advantage","Vital Plus (HMO SNP)","Triple-S Management Corporation","01/01/2006","1882"
"H5774","023","Local CCP","HMOPOS","Yes","TRIPLE S ADVANTAGE, INC.","Triple S Advantage","Royal Plus (HMO-POS)","Triple-S Management Corporation","01/01/2006","2127"
"H5774","024","Local CCP","HMO","Yes","TRIPLE S ADVANTAGE, INC.","Triple S Advantage","Platino Plus (HMO SNP)","Triple-S Management Corporation","01/01/2006","24254"
"H5774","025","Local CCP","HMO","Yes","TRIPLE S ADVANTAGE, INC.","Triple S Advantage","Platino Ultra (HMO SNP)","Triple-S Management Corporation","01/01/2006","11233"
"H5774","026","Local CCP","HMO","Yes","TRIPLE S ADVANTAGE, INC.","Triple S Advantage","Platino Advance (HMO SNP)","Triple-S Management Corporation","01/01/2006","987"
"H5774","027","Local CCP","HMOPOS","Yes","TRIPLE S ADVANTAGE, INC.","Triple S Advantage","Magno (HMO-POS)","Triple-S Management Corporation","01/01/2006","26542"
"H5774","028","Local CCP","HMO","Yes","TRIPLE S ADVANTAGE, INC.","Triple S Advantage","Platino Blindao (HMO SNP)","Triple-S Management Corporation","01/01/2006","8034"
"H5774","029","Local CCP","HMOPOS","Yes","TRIPLE S ADVANTAGE, INC.","Triple S Advantage","Titán (HMO-POS)","Triple-S Management Corporation","01/01/2006","2227"
"H5774","030","Local CCP","HMOPOS","Yes","TRIPLE S ADVANTAGE, INC.","Triple S Advantage","Titán+ (HMO-POS)","Triple-S Management Corporation","01/01/2006","*"
"H5774","802","Local CCP","HMO","No","TRIPLE S ADVANTAGE, INC.","Triple S Advantage","Royal A (HMO)","Triple-S Management Corporation","01/01/2006","*"
"H5774","806","Local CCP","HMO","Yes","TRIPLE S ADVANTAGE, INC.","Triple S Advantage","Royal B (HMO)","Triple-S Management Corporation","01/01/2006","*"
"H5774","808","Local CCP","HMO","Yes","TRIPLE S ADVANTAGE, INC.","Triple S Advantage","Royal C (HMO)","Triple-S Management Corporation","01/01/2006","913"
"H5774","809","Local CCP","HMOPOS","Yes","TRIPLE S ADVANTAGE, INC.","Triple S Advantage","Royal D (HMO-POS)","Triple-S Management Corporation","01/01/2006","28470"
"H5774","810","Local CCP","HMO","Yes","TRIPLE S ADVANTAGE, INC.","Triple S Advantage","Royal E (HMO)","Triple-S Management Corporation","01/01/2006","*"
"H5774","811","Local CCP","HMOPOS","Yes","TRIPLE S ADVANTAGE, INC.","Triple S Advantage","Royal Plus A (HMO-POS)","Triple-S Management Corporation","01/01/2006","*"
"H5779","002","Local CCP","HMO","Yes","MERIDIAN HEALTH PLAN OF ILLINOIS, INC.","WellCare","MeridianCare Essential (HMO)","WellCare Health Plans, Inc.","01/01/2013","1342"
"H5779","005","Local CCP","HMO","Yes","MERIDIAN HEALTH PLAN OF ILLINOIS, INC.","WellCare","MeridianCare Essential (HMO)","WellCare Health Plans, Inc.","01/01/2013","711"
"H5779","006","Local CCP","HMO","Yes","MERIDIAN HEALTH PLAN OF ILLINOIS, INC.","WellCare","MeridianCare Edge (HMO)","WellCare Health Plans, Inc.","01/01/2013","788"
"H5793","001","Local CCP","HMO","Yes","AETNA HEALTH INC. (CT)","Aetna Medicare","Aetna Medicare Value Plan (HMO)","CVS Health Corporation","01/01/2007","2419"
"H5793","010","Local CCP","HMO","Yes","AETNA HEALTH INC. (CT)","Aetna Medicare","Aetna Medicare Elite Plan (HMO)","CVS Health Corporation","01/01/2007","5422"
"H5793","011","Local CCP","HMO","Yes","AETNA HEALTH INC. (CT)","Aetna Medicare","Aetna Medicare Elite Plan (HMO)","CVS Health Corporation","01/01/2007","2579"
"H5793","012","Local CCP","HMO","Yes","AETNA HEALTH INC. (CT)","Aetna Medicare","Aetna Medicare Prime PCP Elite (HMO)","CVS Health Corporation","01/01/2007","1039"
"H5793","801","Local CCP","HMO","No","AETNA HEALTH INC. (CT)","Aetna Medicare","Aetna Medicare Plan (HMO)","CVS Health Corporation","01/01/2007","17"
"H5793","802","Local CCP","HMO","Yes","AETNA HEALTH INC. (CT)","Aetna Medicare","Aetna Medicare Plan w/Rx CY (HMO)","CVS Health Corporation","01/01/2007","*"
"H5810","001","Local CCP","HMO","Yes","MOLINA HEALTHCARE OF CALIFORNIA","Molina Healthcare of California","Molina Medicare Options Plus (HMO SNP)","Molina Healthcare, Inc.,","01/01/2006","2007"
"H5822","001","National PACE","National PACE","Yes","MIDLAND CARE CONNECTION","Midland Care PACE","Midland Care Connection - Dual Eligibles (PACE)","Midland Care Connection, Inc.","01/01/2007","232"
"H5822","002","National PACE","National PACE","Yes","MIDLAND CARE CONNECTION","Midland Care PACE","Midland Care Connection - Medicare Only (PACE)","Midland Care Connection, Inc.","01/01/2007","*"
"H5823","006","Local CCP","HMO","Yes","MOLINA HEALTHCARE OF WASHINGTON, INC.","Molina Healthcare of Washington, Inc.","Molina Medicare Options Plus (HMO SNP)","Molina Healthcare, Inc.,","01/01/2006","9542"
"H5826","006","Local CCP","HMO","No","COMMUNITY HEALTH PLAN OF WASHINGTON","Community Health Plan of WA Medicare Advantage","Community HealthFirst MA Plan (HMO)","Community Health Plan of Washington","01/01/2007","112"
"H5826","008","Local CCP","HMO","Yes","COMMUNITY HEALTH PLAN OF WASHINGTON","Community Health Plan of WA Medicare Advantage","Community HealthFirst MA Pharmacy Plan (HMO)","Community Health Plan of Washington","01/01/2007","979"
"H5826","009","Local CCP","HMO","Yes","COMMUNITY HEALTH PLAN OF WASHINGTON","Community Health Plan of WA Medicare Advantage","Community HealthFirst MA Pharmacy Plan (HMO)","Community Health Plan of Washington","01/01/2007","613"
"H5826","010","Local CCP","HMO","Yes","COMMUNITY HEALTH PLAN OF WASHINGTON","Community Health Plan of WA Medicare Advantage","Community HealthFirst MA Extra Plan (HMO)","Community Health Plan of Washington","01/01/2007","3537"
"H5826","014","Local CCP","HMO","Yes","COMMUNITY HEALTH PLAN OF WASHINGTON","Community Health Plan of WA Medicare Advantage","Community HealthFirst MA Special Needs Plan (HMO SNP)","Community Health Plan of Washington","01/01/2007","4905"
"H5826","016","Local CCP","HMO","Yes","COMMUNITY HEALTH PLAN OF WASHINGTON","Community Health Plan of WA Medicare Advantage","Community HealthFirst MA Value Plan (HMO) (HMO)","Community Health Plan of Washington","01/01/2007","215"
"H5852","001","Local CCP","HMO","Yes","AIDS HEALTHCARE FOUNDATION","AHF","PHP (HMO SNP)","AIDS Healthcare Foundation","01/01/2006","693"
"H5854","007","Local CCP","HMO","Yes","ANTHEM HEALTH PLANS, INC.","Anthem Blue Cross and Blue Shield","Anthem MediBlue Plus (HMO)","Anthem Inc.","01/01/2007","762"
"H5854","008","Local CCP","HMO","Yes","ANTHEM HEALTH PLANS, INC.","Anthem Blue Cross and Blue Shield","Anthem MediBlue Dual Advantage (HMO SNP)","Anthem Inc.","01/01/2007","13119"
"H5854","009","Local CCP","HMO","Yes","ANTHEM HEALTH PLANS, INC.","Anthem Blue Cross and Blue Shield","Anthem MediBlue Plus (HMO)","Anthem Inc.","01/01/2007","1730"
"H5854","010","Local CCP","HMO","Yes","ANTHEM HEALTH PLANS, INC.","Anthem Blue Cross and Blue Shield","Anthem MediBlue Select (HMO)","Anthem Inc.","01/01/2007","9663"
"H5854","011","Local CCP","HMO","Yes","ANTHEM HEALTH PLANS, INC.","Anthem Blue Cross and Blue Shield","Anthem MediBlue Extra (HMO)","Anthem Inc.","01/01/2007","2587"
"H5854","012","Local CCP","HMOPOS","Yes","ANTHEM HEALTH PLANS, INC.","Anthem Blue Cross and Blue Shield","Anthem MediBlue ESRD (HMO-POS SNP)","Anthem Inc.","01/01/2007","23"
"H5854","801","Local CCP","HMO","Yes","ANTHEM HEALTH PLANS, INC.","Anthem Blue Cross and Blue Shield","Anthem MediBlue (HMO)","Anthem Inc.","01/01/2007","*"
"H5854","803","Local CCP","HMO","No","ANTHEM HEALTH PLANS, INC.","Anthem Blue Cross and Blue Shield","Anthem MediBlue (HMO)","Anthem Inc.","01/01/2007","*"
"H5854","806","Local CCP","HMO","Yes","ANTHEM HEALTH PLANS, INC.","Anthem Blue Cross and Blue Shield","Anthem MediBlue (HMO)","Anthem Inc.","01/01/2007","*"
"H5854","807","Local CCP","HMO","No","ANTHEM HEALTH PLANS, INC.","Anthem Blue Cross and Blue Shield","Anthem MediBlue (HMO)","Anthem Inc.","01/01/2007","*"
"H5854","808","Local CCP","HMO","Yes","ANTHEM HEALTH PLANS, INC.","Anthem Blue Cross and Blue Shield","Anthem MediBlue (HMO)","Anthem Inc.","01/01/2007","*"
"H5854","809","Local CCP","HMO","No","ANTHEM HEALTH PLANS, INC.","Anthem Blue Cross and Blue Shield","Anthem MediBlue (HMO)","Anthem Inc.","01/01/2007","*"
"H5854","810","Local CCP","HMO","Yes","ANTHEM HEALTH PLANS, INC.","Anthem Blue Cross and Blue Shield","Anthem MediBlue (HMO)","Anthem Inc.","01/01/2007","*"
"H5854","811","Local CCP","HMO","No","ANTHEM HEALTH PLANS, INC.","Anthem Blue Cross and Blue Shield","Anthem MediBlue (HMO)","Anthem Inc.","01/01/2007","*"
"H5859","001","Local CCP","HMOPOS","Yes","HEALTH PLAN OF CAREOREGON, INC.","CareOregon Advantage","CareOregon Advantage Plus (HMO-POS SNP)","CareOregon, Inc.","01/01/2006","11502"
"H5883","001","Local CCP","HMOPOS","No","BLUE CARE NETWORK OF MICHIGAN","Blue Care Network","BCN Advantage HMO-POS Elements (HMO-POS)","Blue Cross Blue Shield of Michigan Mutual Ins. Co.","01/01/2006","949"
"H5883","002","Local CCP","HMOPOS","Yes","BLUE CARE NETWORK OF MICHIGAN","Blue Care Network","BCN Advantage HMO-POS Classic (HMO-POS)","Blue Cross Blue Shield of Michigan Mutual Ins. Co.","01/01/2006","18529"
"H5883","003","Local CCP","HMOPOS","Yes","BLUE CARE NETWORK OF MICHIGAN","Blue Care Network","BCN Advantage HMO-POS Prestige (HMO-POS)","Blue Cross Blue Shield of Michigan Mutual Ins. Co.","01/01/2006","1799"
"H5883","004","Local CCP","HMOPOS","Yes","BLUE CARE NETWORK OF MICHIGAN","Blue Care Network","BCN Advantage HMO-POS Basic (HMO-POS)","Blue Cross Blue Shield of Michigan Mutual Ins. Co.","01/01/2006","25401"
"H5883","007","Local CCP","HMO","Yes","BLUE CARE NETWORK OF MICHIGAN","Blue Care Network","BCN Advantage HMO ConnectedCare (HMO)","Blue Cross Blue Shield of Michigan Mutual Ins. Co.","01/01/2006","4116"
"H5883","008","Local CCP","HMO","Yes","BLUE CARE NETWORK OF MICHIGAN","Blue Care Network","BCN Advantage HMO MyChoice Wellness (HMO)","Blue Cross Blue Shield of Michigan Mutual Ins. Co.","01/01/2006","4013"
"H5883","009","Local CCP","HMO","Yes","BLUE CARE NETWORK OF MICHIGAN","Blue Care Network","BCN Advantage HMO HealthySaver (HMO)","Blue Cross Blue Shield of Michigan Mutual Ins. Co.","01/01/2006","2753"
"H5883","011","Local CCP","HMO","Yes","BLUE CARE NETWORK OF MICHIGAN","Blue Care Network","BCN Advantage HMO HealthyValue (HMO)","Blue Cross Blue Shield of Michigan Mutual Ins. Co.","01/01/2006","1276"
"H5883","801","Local CCP","HMOPOS","No","BLUE CARE NETWORK OF MICHIGAN","Blue Care Network","BCN Advantage (HMO-POS)","Blue Cross Blue Shield of Michigan Mutual Ins. Co.","01/01/2006","24655"
"H5883","805","Local CCP","HMOPOS","Yes","BLUE CARE NETWORK OF MICHIGAN","Blue Care Network","BCN Advantage (HMO-POS)","Blue Cross Blue Shield of Michigan Mutual Ins. Co.","01/01/2006","7995"
"H5902","001","National PACE","National PACE","Yes","SENIOR LIFE ALTOONA, INC.","Senior LIFE Altoona, Inc.","Senior LIFE Altoona Dual Eligible (PACE)","Senior LIFE Altoona, Inc.","05/01/2011","350"
"H5902","002","National PACE","National PACE","Yes","SENIOR LIFE ALTOONA, INC.","Senior LIFE Altoona, Inc.","Senior LIFE Altoona Medicare Only (PACE)","Senior LIFE Altoona, Inc.","05/01/2011","*"
"H5926","001","Local CCP","HMO","Yes","MOLINA HEALTHCARE OF MICHIGAN, INC.","Molina Healthcare of Michigan","Molina Medicare Options Plus (HMO SNP)","Molina Healthcare, Inc.,","01/01/2006","12497"
"H5928","001","Local CCP","HMO","Yes","BLUE SHIELD OF CALIFORNIA PROMISE HEALTH PLAN","Blue Shield of California Promise Health Plan","Blue Shield Promise TotalDual Plan (HMO SNP)","California Physicians' Service","01/01/2007","377"
"H5928","004","Local CCP","HMO","Yes","BLUE SHIELD OF CALIFORNIA PROMISE HEALTH PLAN","Blue Shield of California Promise Health Plan","Blue Shield Promise AdvantageOptimum Plan (HMO)","California Physicians' Service","01/01/2007","19086"
"H5928","005","Local CCP","HMO","Yes","BLUE SHIELD OF CALIFORNIA PROMISE HEALTH PLAN","Blue Shield of California Promise Health Plan","Blue Shield Promise TotalDual Plan (HMO SNP)","California Physicians' Service","01/01/2007","176"
"H5928","009","Local CCP","HMO","Yes","BLUE SHIELD OF CALIFORNIA PROMISE HEALTH PLAN","Blue Shield of California Promise Health Plan","Blue Shield Promise TotalDual Plan (HMO SNP)","California Physicians' Service","01/01/2007","223"
"H5928","010","Local CCP","HMO","Yes","BLUE SHIELD OF CALIFORNIA PROMISE HEALTH PLAN","Blue Shield of California Promise Health Plan","Blue Shield Promise AdvantageOptimum Plan (HMO)","California Physicians' Service","01/01/2007","8949"
"H5928","016","Local CCP","HMO","Yes","BLUE SHIELD OF CALIFORNIA PROMISE HEALTH PLAN","Blue Shield of California Promise Health Plan","Blue Shield Promise AdvantageOptimum Plan (HMO)","California Physicians' Service","01/01/2007","680"
"H5928","037","Local CCP","HMO","Yes","BLUE SHIELD OF CALIFORNIA PROMISE HEALTH PLAN","Blue Shield of California Promise Health Plan","Blue Shield Promise Coordinated Choice Plan (HMO)","California Physicians' Service","01/01/2007","27226"
"H5928","044","Local CCP","HMO","Yes","BLUE SHIELD OF CALIFORNIA PROMISE HEALTH PLAN","Blue Shield of California Promise Health Plan","Blue Shield Promise AdvantageOptimum Plan (HMO)","California Physicians' Service","01/01/2007","783"
"H5932","001","Local CCP","HMO","Yes","GATEWAY HEALTH PLAN, INC.","Gateway Health Medicare Assured","Gateway Health Medicare Assured Diamond (HMO D-SNP) (HMO D-SNP) (HMO D-SNP)","Gateway Health Plan, LP","01/01/2006","41265"
"H5932","009","Local CCP","HMO","Yes","GATEWAY HEALTH PLAN, INC.","Gateway Health Medicare Assured","Gateway Health Medicare Assured Ruby (HMO D-SNP) (HMO D-SNP) (HMO D-SNP)","Gateway Health Plan, LP","01/01/2006","6272"
"H5934","001","National PACE","National PACE","Yes","HOPE HOSPICE AND COMMUNITY SERVICES, INC.","Hope PACE","Hope PACE (PACE)","Hope Hospice and Community Services, Inc.","03/01/2008","417"
"H5934","002","National PACE","National PACE","Yes","HOPE HOSPICE AND COMMUNITY SERVICES, INC.","Hope PACE","Hope PACE (PACE)","Hope Hospice and Community Services, Inc.","03/01/2008","*"
"H5937","001","Local CCP","HMO","Yes","UCARE MINNESOTA","UCare","UCare Connect + Medicare (HMO SNP)","UCare Minnesota","01/01/2017","2754"
"H5938","001","Local CCP","HMO","Yes","CAPITAL HEALTH PLAN","Capital Health Plan","Capital Health Plan Advantage Plus (HMO)","Guidewell Mutual Holding Corporation","01/01/2006","9210"
"H5938","006","Local CCP","HMO","Yes","CAPITAL HEALTH PLAN","Capital Health Plan","Capital Health Plan Preferred Advantage (HMO)","Guidewell Mutual Holding Corporation","01/01/2006","2664"
"H5938","802","Local CCP","HMO","Yes","CAPITAL HEALTH PLAN","Capital Health Plan","Capital Health Plan Retiree Advantage (HMO)","Guidewell Mutual Holding Corporation","01/01/2006","8657"
"H5938","803","Local CCP","HMO","No","CAPITAL HEALTH PLAN","Capital Health Plan","Capital Health Plan Retiree Advantage (HMO)","Guidewell Mutual Holding Corporation","01/01/2006","*"
"H5938","804","Local CCP","HMO","Yes","CAPITAL HEALTH PLAN","Capital Health Plan","Capital Health Plan Retiree Advantage (HMO)","Guidewell Mutual Holding Corporation","01/01/2006","1693"
"H5943","001","Local CCP","HMOPOS","Yes","SCAN HEALTH PLAN","VillageHealth","VillageHealth (HMO-POS SNP)","SCAN Health Plan","01/01/2006","819"
"H5943","002","Local CCP","HMOPOS","Yes","SCAN HEALTH PLAN","VillageHealth","VillageHealth (HMO-POS SNP)","SCAN Health Plan","01/01/2006","704"
"H5945","001","Local CCP","HMO","Yes","PROMINENCE HEALTHFIRST","Prominence Health Plan","Prominence Plus (HMO)","Universal Health Services, Inc.","01/01/2015","2520"
"H5945","002","Local CCP","HMO","Yes","PROMINENCE HEALTHFIRST","Prominence Health Plan","Prominence Plus (HMO)","Universal Health Services, Inc.","01/01/2015","4300"
"H5945","801","Local CCP","HMO","No","PROMINENCE HEALTHFIRST","Prominence Health Plan","Prominence Health Plan (HMO)","Universal Health Services, Inc.","01/01/2015","*"
"H5945","802","Local CCP","HMO","Yes","PROMINENCE HEALTHFIRST","Prominence Health Plan","Prominence Health Plan (HMO)","Universal Health Services, Inc.","01/01/2015","*"
"H5945","803","Local CCP","HMO","Yes","PROMINENCE HEALTHFIRST","Prominence Health Plan","Prominence Health Plan (HMO)","Universal Health Services, Inc.","01/01/2015","*"
"H5959","007","Local CCP","Local PPO","No","BLUE CROSS AND BLUE SHIELD OF MINNESOTA","Blue Cross Blue Shield of Minnesota","Blue Cross Medicare Advantage Choice MA Only (PPO)","Aware Integrated, Inc.","01/01/2018","3602"
"H5959","008","Local CCP","Local PPO","No","BLUE CROSS AND BLUE SHIELD OF MINNESOTA","Blue Cross Blue Shield of Minnesota","Blue Cross Medicare Advantage Choice MA Only (PPO)","Aware Integrated, Inc.","01/01/2018","593"
"H5959","009","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF MINNESOTA","Blue Cross Blue Shield of Minnesota","Blue Cross Medicare Advantage Choice (PPO)","Aware Integrated, Inc.","01/01/2018","7645"
"H5959","010","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF MINNESOTA","Blue Cross Blue Shield of Minnesota","Blue Cross Medicare Advantage Complete (PPO)","Aware Integrated, Inc.","01/01/2018","18545"
"H5959","011","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF MINNESOTA","Blue Cross Blue Shield of Minnesota","Blue Cross Medicare Advantage Complete (PPO)","Aware Integrated, Inc.","01/01/2018","2493"
"H5959","012","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF MINNESOTA","Blue Cross Blue Shield of Minnesota","Blue Cross Medicare Advantage Core (PPO)","Aware Integrated, Inc.","01/01/2018","1897"
