Contract ID,Plan ID,Organization Type,Plan Type,Offers Part D,SNP Plan,EGHP,Organization Name,Organization Marketing Name,Plan Name,Parent Organization,Contract Effective Date
H5410,24,Local CCP,HMO/HMOPOS,Yes,No,No,HEALTHSPRING OF FLORIDA,"HealthSpring of Florida, Inc",Cigna-HealthSpring Preferred (HMO),CIGNA,05/01/2005
H5410,25,Local CCP,HMO/HMOPOS,Yes,Yes,No,HEALTHSPRING OF FLORIDA,"HealthSpring of Florida, Inc",Cigna-HealthSpring TotalCare (HMO SNP),CIGNA,05/01/2005
H5410,807,Local CCP,HMO/HMOPOS,Yes,No,Yes,HEALTHSPRING OF FLORIDA,"HealthSpring of Florida, Inc",Leon Medical Centers Health Plans - Leon Cares (HMO),CIGNA,05/01/2005
H5410,808,Local CCP,HMO/HMOPOS,Yes,No,Yes,HEALTHSPRING OF FLORIDA,"HealthSpring of Florida, Inc",Cigna-HealthSpring Preferred Rx CY (HMO),CIGNA,05/01/2005
H5410,809,Local CCP,HMO/HMOPOS,Yes,No,Yes,HEALTHSPRING OF FLORIDA,"HealthSpring of Florida, Inc",Cigna-HealthSpring Premier Rx CY (HMO-POS),CIGNA,05/01/2005
H5420,1,Local CCP,HMO/HMOPOS,Yes,No,No,"MEDICA HEALTHCARE PLANS, INC.",UnitedHealthcare,Medica HealthCare Plans MedicareMax (HMO),"UnitedHealth Group, Inc.",06/01/2005
H5420,3,Local CCP,HMO/HMOPOS,Yes,No,No,"MEDICA HEALTHCARE PLANS, INC.",UnitedHealthcare,Medica HealthCare Plans MedicareMax (HMO),"UnitedHealth Group, Inc.",06/01/2005
H5420,6,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MEDICA HEALTHCARE PLANS, INC.",UnitedHealthcare,Medica HealthCare Plans MedicareMax Plus (HMO SNP),"UnitedHealth Group, Inc.",06/01/2005
H5422,7,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA,Anthem Blue Cross and Blue Shield,Anthem MediBlue Dual Advantage (HMO SNP),Anthem Inc.,01/01/2006
H5422,8,Local CCP,HMO/HMOPOS,Yes,No,No,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA,Anthem Blue Cross and Blue Shield,Anthem MediBlue Essential (HMO),Anthem Inc.,01/01/2006
H5422,11,Local CCP,HMO/HMOPOS,Yes,No,No,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA,Anthem Blue Cross and Blue Shield,Anthem MediBlue Plus (HMO),Anthem Inc.,01/01/2006
H5422,803,Local CCP,HMO/HMOPOS,No,No,Yes,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA,Anthem Blue Cross and Blue Shield,BlueValue (HMO),Anthem Inc.,01/01/2006
H5422,804,Local CCP,HMO/HMOPOS,Yes,No,Yes,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA,Anthem Blue Cross and Blue Shield,BlueValue (HMO),Anthem Inc.,01/01/2006
H5422,806,Local CCP,HMO/HMOPOS,Yes,No,Yes,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA,Anthem Blue Cross and Blue Shield,BlueValue (HMO),Anthem Inc.,01/01/2006
H5422,807,Local CCP,HMO/HMOPOS,No,No,Yes,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA,Anthem Blue Cross and Blue Shield,BlueValue (HMO),Anthem Inc.,01/01/2006
H5422,808,Local CCP,HMO/HMOPOS,Yes,No,Yes,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA,Anthem Blue Cross and Blue Shield,BlueValue (HMO),Anthem Inc.,01/01/2006
H5422,809,Local CCP,HMO/HMOPOS,No,No,Yes,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA,Anthem Blue Cross and Blue Shield,BlueValue (HMO),Anthem Inc.,01/01/2006
H5422,810,Local CCP,HMO/HMOPOS,Yes,No,Yes,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA,Anthem Blue Cross and Blue Shield,BlueValue (HMO),Anthem Inc.,01/01/2006
H5422,811,Local CCP,HMO/HMOPOS,No,No,Yes,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA,Anthem Blue Cross and Blue Shield,Blue Value (HMO),Anthem Inc.,01/01/2006
H5425,1,Local CCP,HMO/HMOPOS,Yes,No,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Classic (HMO),SCAN Health Plan,05/01/2005
H5425,4,Local CCP,HMO/HMOPOS,Yes,No,No,SCAN HEALTH PLAN,SCAN Health Plan,Scripps Signature offered by SCAN Health Plan (HMO),SCAN Health Plan,05/01/2005
H5425,5,Local CCP,HMO/HMOPOS,Yes,No,No,SCAN HEALTH PLAN,SCAN Health Plan,Scripps Classic offered by SCAN Health Plan (HMO),SCAN Health Plan,05/01/2005
H5425,6,Local CCP,HMO/HMOPOS,Yes,No,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Classic (HMO),SCAN Health Plan,05/01/2005
H5425,7,Local CCP,HMO/HMOPOS,Yes,No,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Classic (HMO),SCAN Health Plan,05/01/2005
H5425,8,Local CCP,HMO/HMOPOS,Yes,No,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Classic (HMO),SCAN Health Plan,05/01/2005
H5425,9,Local CCP,HMO/HMOPOS,Yes,No,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Classic (HMO),SCAN Health Plan,05/01/2005
H5425,10,Local CCP,HMO/HMOPOS,Yes,Yes,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Connections (HMO SNP),SCAN Health Plan,05/01/2005
H5425,19,Local CCP,HMO/HMOPOS,Yes,No,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Classic (HMO),SCAN Health Plan,05/01/2005
H5425,20,Local CCP,HMO/HMOPOS,Yes,No,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Classic (HMO),SCAN Health Plan,05/01/2005
H5425,28,Local CCP,HMO/HMOPOS,Yes,Yes,No,SCAN HEALTH PLAN,SCAN Health Plan,Heart First (HMO SNP),SCAN Health Plan,05/01/2005
H5425,29,Local CCP,HMO/HMOPOS,Yes,Yes,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Connections at Home (HMO SNP),SCAN Health Plan,05/01/2005
H5425,30,Local CCP,HMO/HMOPOS,Yes,Yes,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Connections at Home (HMO SNP),SCAN Health Plan,05/01/2005
H5425,31,Local CCP,HMO/HMOPOS,Yes,Yes,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Connections at Home (HMO SNP),SCAN Health Plan,05/01/2005
H5425,33,Local CCP,HMO/HMOPOS,Yes,Yes,No,SCAN HEALTH PLAN,SCAN Health Plan,Heart First (HMO SNP),SCAN Health Plan,05/01/2005
H5425,34,Local CCP,HMO/HMOPOS,Yes,Yes,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Balance (HMO SNP),SCAN Health Plan,05/01/2005
H5425,40,Local CCP,HMO/HMOPOS,Yes,No,No,SCAN HEALTH PLAN,SCAN Health Plan,Scripps Plus offered by SCAN Health Plan (HMO),SCAN Health Plan,05/01/2005
H5425,45,Local CCP,HMO/HMOPOS,Yes,No,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Plus (HMO),SCAN Health Plan,05/01/2005
H5425,52,Local CCP,HMO/HMOPOS,Yes,No,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Classic (HMO),SCAN Health Plan,05/01/2005
H5425,53,Local CCP,HMO/HMOPOS,Yes,Yes,No,SCAN HEALTH PLAN,SCAN Health Plan,Heart First (HMO SNP),SCAN Health Plan,05/01/2005
H5425,54,Local CCP,HMO/HMOPOS,Yes,Yes,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Balance (HMO SNP),SCAN Health Plan,05/01/2005
H5425,55,Local CCP,HMO/HMOPOS,Yes,Yes,No,SCAN HEALTH PLAN,SCAN Health Plan,Scripps Heart First offered by SCAN Health Plan (HMO SNP),SCAN Health Plan,05/01/2005
H5425,61,Local CCP,HMO/HMOPOS,Yes,No,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Classic II (HMO),SCAN Health Plan,05/01/2005
H5425,64,Local CCP,HMO/HMOPOS,Yes,No,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Classic II (HMO),SCAN Health Plan,05/01/2005
H5425,65,Local CCP,HMO/HMOPOS,Yes,No,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Prime (HMO),SCAN Health Plan,05/01/2005
H5425,66,Local CCP,HMO/HMOPOS,Yes,No,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Prime (HMO),SCAN Health Plan,05/01/2005
H5425,67,Local CCP,HMO/HMOPOS,Yes,No,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Prime (HMO),SCAN Health Plan,05/01/2005
H5425,68,Local CCP,HMO/HMOPOS,Yes,No,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Prime (HMO),SCAN Health Plan,05/01/2005
H5425,803,Local CCP,HMO/HMOPOS,Yes,No,Yes,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Retiree Group (HMO),SCAN Health Plan,05/01/2005
H5425,804,Local CCP,HMO/HMOPOS,Yes,No,Yes,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Retiree Group (HMO),SCAN Health Plan,05/01/2005
H5427,52,Local CCP,HMO/HMOPOS,No,No,No,"FREEDOM HEALTH, INC.","Freedom Health, Inc.",Freedom Savings Plan (HMO),Anthem Inc.,09/01/2005
H5427,59,Local CCP,HMO/HMOPOS,Yes,No,No,"FREEDOM HEALTH, INC.","Freedom Health, Inc.",Freedom Medicare Plan Rx (HMO),Anthem Inc.,09/01/2005
H5427,60,Local CCP,HMO/HMOPOS,Yes,No,No,"FREEDOM HEALTH, INC.","Freedom Health, Inc.",Freedom Medicare Plan Rx (HMO),Anthem Inc.,09/01/2005
H5427,70,Local CCP,HMO/HMOPOS,Yes,Yes,No,"FREEDOM HEALTH, INC.","Freedom Health, Inc.",Freedom VIP Care (HMO SNP),Anthem Inc.,09/01/2005
H5427,72,Local CCP,HMO/HMOPOS,Yes,Yes,No,"FREEDOM HEALTH, INC.","Freedom Health, Inc.",Freedom VIP Savings (HMO SNP),Anthem Inc.,09/01/2005
H5427,77,Local CCP,HMO/HMOPOS,Yes,Yes,No,"FREEDOM HEALTH, INC.","Freedom Health, Inc.",Freedom VIP Savings COPD (HMO SNP),Anthem Inc.,09/01/2005
H5427,78,Local CCP,HMO/HMOPOS,Yes,Yes,No,"FREEDOM HEALTH, INC.","Freedom Health, Inc.",Freedom Medi-Medi Partial (HMO SNP),Anthem Inc.,09/01/2005
H5427,82,Local CCP,HMO/HMOPOS,Yes,Yes,No,"FREEDOM HEALTH, INC.","Freedom Health, Inc.",Freedom VIP Savings (HMO SNP),Anthem Inc.,09/01/2005
H5427,83,Local CCP,HMO/HMOPOS,Yes,Yes,No,"FREEDOM HEALTH, INC.","Freedom Health, Inc.",Freedom VIP Savings COPD (HMO SNP),Anthem Inc.,09/01/2005
H5427,87,Local CCP,HMO/HMOPOS,Yes,Yes,No,"FREEDOM HEALTH, INC.","Freedom Health, Inc.",Freedom Medi-Medi Full (HMO SNP),Anthem Inc.,09/01/2005
H5427,88,Local CCP,HMO/HMOPOS,Yes,No,No,"FREEDOM HEALTH, INC.","Freedom Health, Inc.",Freedom Platinum Plan Rx (HMO),Anthem Inc.,09/01/2005
H5427,89,Local CCP,HMO/HMOPOS,Yes,No,No,"FREEDOM HEALTH, INC.","Freedom Health, Inc.",Freedom Platinum Plan Rx (HMO),Anthem Inc.,09/01/2005
H5427,91,Local CCP,HMO/HMOPOS,Yes,No,No,"FREEDOM HEALTH, INC.","Freedom Health, Inc.",Freedom Platinum Plan Rx (HMO),Anthem Inc.,09/01/2005
H5427,92,Local CCP,HMO/HMOPOS,Yes,No,No,"FREEDOM HEALTH, INC.","Freedom Health, Inc.",Freedom Platinum Plan Rx (HMO),Anthem Inc.,09/01/2005
H5427,93,Local CCP,HMO/HMOPOS,Yes,No,No,"FREEDOM HEALTH, INC.","Freedom Health, Inc.",Freedom Platinum Plan Rx (HMO),Anthem Inc.,09/01/2005
H5427,94,Local CCP,HMO/HMOPOS,Yes,No,No,"FREEDOM HEALTH, INC.","Freedom Health, Inc.",Freedom Platinum Plan Rx (HMO),Anthem Inc.,09/01/2005
H5427,96,Local CCP,HMO/HMOPOS,Yes,No,No,"FREEDOM HEALTH, INC.","Freedom Health, Inc.",Freedom Platinum Rewards Plan Rx (HMO),Anthem Inc.,09/01/2005
H5430,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,ONECARE BY CARE1ST HEALTH PLAN ARIZONA INC.,WellCare,WellCare Liberty (HMO SNP),"WellCare Health Plans, Inc.",09/01/2005
H5431,1,Local CCP,HMO/HMOPOS,Yes,No,No,"HEALTHSUN HEALTH PLANS, INC.","HealthSun Health Plans, Inc.",HealthSun SunPlus Advantage Plan (HMO),Anthem Inc.,08/01/2005
H5431,6,Local CCP,HMO/HMOPOS,Yes,No,No,"HEALTHSUN HEALTH PLANS, INC.","HealthSun Health Plans, Inc.",HealthSun MediMax (HMO),Anthem Inc.,08/01/2005
H5431,12,Local CCP,HMO/HMOPOS,Yes,No,No,"HEALTHSUN HEALTH PLANS, INC.","HealthSun Health Plans, Inc.",HealthSun HealthAdvantage Plan (HMO),Anthem Inc.,08/01/2005
H5433,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,ORANGE COUNTY HEALTH AUTHORITY,OneCare,OneCare (HMO SNP),Orange County Health Authority,08/01/2005
H5434,2,Local CCP,Local PPO,Yes,No,No,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Florida Blue,BlueMedicare Select (PPO),Guidewell Mutual Holding Corporation,08/01/2005
H5434,23,Local CCP,Local PPO,Yes,No,No,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Florida Blue,BlueMedicare Value (PPO),Guidewell Mutual Holding Corporation,08/01/2005
H5434,24,Local CCP,Local PPO,Yes,No,No,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Florida Blue,BlueMedicare Value (PPO),Guidewell Mutual Holding Corporation,08/01/2005
H5434,25,Local CCP,Local PPO,Yes,No,No,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Florida Blue,BlueMedicare Value (PPO),Guidewell Mutual Holding Corporation,08/01/2005
H5434,801,Local CCP,Local PPO,Yes,No,Yes,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Florida Blue,BlueMedicare Group PPO (PPO),Guidewell Mutual Holding Corporation,08/01/2005
H5434,802,Local CCP,Local PPO,Yes,No,Yes,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Florida Blue,BlueMedicare Group PPO (PPO),Guidewell Mutual Holding Corporation,08/01/2005
H5435,1,PFFS,PFFS,No,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),"UnitedHealth Group, Inc.",09/01/2005
H5435,24,PFFS,PFFS,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),"UnitedHealth Group, Inc.",09/01/2005
H5439,10,Local CCP,Local PPO,No,No,No,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,Health Net Aqua (PPO),Centene Corporation,09/01/2005
H5439,11,Local CCP,Local PPO,Yes,No,No,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,Health Net Violet 1 (PPO),Centene Corporation,09/01/2005
H5439,12,Local CCP,Local PPO,No,No,No,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,Health Net Aqua (PPO),Centene Corporation,09/01/2005
H5439,13,Local CCP,Local PPO,Yes,No,No,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,Health Net Violet 1 (PPO),Centene Corporation,09/01/2005
H5439,14,Local CCP,Local PPO,Yes,No,No,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,Health Net Violet 2 (PPO),Centene Corporation,09/01/2005
H5439,15,Local CCP,Local PPO,Yes,No,No,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,Health Net Violet 3 (PPO),Centene Corporation,09/01/2005
H5439,16,Local CCP,Local PPO,Yes,No,No,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,Health Net Violet 2 (PPO),Centene Corporation,09/01/2005
H5439,801,Local CCP,Local PPO,Yes,No,Yes,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,Health Net Medicare Advantage Employer (PPO),Centene Corporation,09/01/2005
H5439,802,Local CCP,Local PPO,No,No,Yes,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,Health Net Medicare Advantage Employer (PPO),Centene Corporation,09/01/2005
H5439,803,Local CCP,Local PPO,Yes,No,Yes,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,Health Net Medicare Advantage Employer (PPO),Centene Corporation,09/01/2005
H5441,1,Demo,Medicare-Medicaid Plan HMO/HMOPOS,Yes,No,No,"HEALTHFIRST HEALTH PLAN, INC.",Healthfirst Medicare Plan,Healthfirst AbsoluteCare FIDA Plan (Medicare-Medicaid Plan),"Healthfirst, Inc.",01/01/2015
H5454,1,Local CCP,HMO/HMOPOS,Yes,No,No,"CLEAR SPRING HEALTH OF ILLINOIS, INC.",Clear Spring Health,Clear Spring Health Essential (HMO),Delaware Life Insurance Company,01/01/2019
H5454,2,Local CCP,HMO/HMOPOS,Yes,No,No,"CLEAR SPRING HEALTH OF ILLINOIS, INC.",Clear Spring Health,Clear Spring Health Essential (HMO),Delaware Life Insurance Company,01/01/2019
H5454,3,Local CCP,HMO/HMOPOS,Yes,No,No,"CLEAR SPRING HEALTH OF ILLINOIS, INC.",Clear Spring Health,Clear Spring Health Essential Plus (HMO),Delaware Life Insurance Company,01/01/2019
H5454,4,Local CCP,HMO/HMOPOS,Yes,No,No,"CLEAR SPRING HEALTH OF ILLINOIS, INC.",Clear Spring Health,Clear Spring Health Essential Plus (HMO),Delaware Life Insurance Company,01/01/2019
H5471,64,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Complete (HMO SNP),Anthem Inc.,01/01/2012
H5471,65,Local CCP,HMO/HMOPOS,Yes,No,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply More (HMO),Anthem Inc.,01/01/2012
H5471,66,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Complete (HMO SNP),Anthem Inc.,01/01/2012
H5471,67,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Care (HMO SNP),Anthem Inc.,01/01/2012
H5471,68,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Comfort (HMO SNP),Anthem Inc.,01/01/2012
H5471,69,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Level (HMO SNP),Anthem Inc.,01/01/2012
H5471,70,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Level (HMO SNP),Anthem Inc.,01/01/2012
H5471,71,Local CCP,HMO/HMOPOS,Yes,No,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply More (HMO),Anthem Inc.,01/01/2012
H5471,72,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Complete (HMO SNP),Anthem Inc.,01/01/2012
H5471,73,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Level (HMO SNP),Anthem Inc.,01/01/2012
H5471,74,Local CCP,HMO/HMOPOS,Yes,No,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply More (HMO),Anthem Inc.,01/01/2012
H5471,75,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Level (HMO SNP),Anthem Inc.,01/01/2012
H5471,76,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Complete (HMO SNP),Anthem Inc.,01/01/2012
H5471,77,Local CCP,HMO/HMOPOS,Yes,No,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply More (HMO),Anthem Inc.,01/01/2012
H5471,78,Local CCP,HMO/HMOPOS,Yes,No,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply More (HMO),Anthem Inc.,01/01/2012
H5471,79,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Care (HMO SNP),Anthem Inc.,01/01/2012
H5471,80,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Level (HMO SNP),Anthem Inc.,01/01/2012
H5471,81,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Comfort (HMO SNP),Anthem Inc.,01/01/2012
H5471,82,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Complete (HMO SNP),Anthem Inc.,01/01/2012
H5471,83,Local CCP,HMO/HMOPOS,Yes,No,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply More (HMO),Anthem Inc.,01/01/2012
H5471,84,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Complete (HMO SNP),Anthem Inc.,01/01/2012
H5471,85,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Level (HMO SNP),Anthem Inc.,01/01/2012
H5471,86,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Advantage (HMO SNP),Anthem Inc.,01/01/2012
H5471,87,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Advantage (HMO SNP),Anthem Inc.,01/01/2012
H5471,88,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Advantage (HMO SNP),Anthem Inc.,01/01/2012
H5471,89,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Advantage (HMO SNP),Anthem Inc.,01/01/2012
H5471,90,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Care (HMO SNP),Anthem Inc.,01/01/2012
H5471,91,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Comfort (HMO SNP),Anthem Inc.,01/01/2012
H5471,92,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Care (HMO SNP),Anthem Inc.,01/01/2012
H5471,93,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Comfort (HMO SNP),Anthem Inc.,01/01/2012
H5471,94,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Care (HMO SNP),Anthem Inc.,01/01/2012
H5471,95,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Comfort (HMO SNP),Anthem Inc.,01/01/2012
H5471,96,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Care (HMO SNP),Anthem Inc.,01/01/2012
H5471,97,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Comfort (HMO SNP),Anthem Inc.,01/01/2012
H5471,98,Local CCP,HMO/HMOPOS,Yes,No,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Select (HMO),Anthem Inc.,01/01/2012
H5471,99,Local CCP,HMO/HMOPOS,Yes,No,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Select (HMO),Anthem Inc.,01/01/2012
H5471,100,Local CCP,HMO/HMOPOS,Yes,No,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Select (HMO),Anthem Inc.,01/01/2012
H5471,101,Local CCP,HMO/HMOPOS,Yes,No,No,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.",Simply Select (HMO),Anthem Inc.,01/01/2012
H5475,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Extra (HMO SNP),"WellCare Health Plans, Inc.",01/01/2011
H5475,3,Local CCP,HMO/HMOPOS,Yes,No,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Elite (HMO),"WellCare Health Plans, Inc.",01/01/2011
H5475,4,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Extra (HMO SNP),"WellCare Health Plans, Inc.",01/01/2011
H5475,5,Local CCP,HMO/HMOPOS,Yes,No,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Essential (HMO),"WellCare Health Plans, Inc.",01/01/2011
H5475,6,Local CCP,HMO/HMOPOS,Yes,No,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Essential (HMO),"WellCare Health Plans, Inc.",01/01/2011
H5475,7,Local CCP,HMO/HMOPOS,Yes,No,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Enhanced (HMO),"WellCare Health Plans, Inc.",01/01/2011
H5475,8,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Extra (HMO SNP),"WellCare Health Plans, Inc.",01/01/2011
