"","3030-Angiocardiography","3040-Audiology","3050-Bacteriology and Microbiology","3070-Birthing Center","3120-Cardiac Catheterization Laboratory","3140-Cardiology","3180-Chemistry","3190-Chemotherapy","3220-Circumcision","3230-CAT Scan","3240-Cytology","3260-Echocardiography","3280-EKG and EEG","3290-Electromyography","3320-Electroshock Therapy","3340-Gastro Intestinal Services","3350-Hematology","3360-Histology","3370-Holter Monitor","3380-Immunology","3390-Laboratory - Clinical","3420-Laboratory - Pathological","3430-Magnetic Resonance Imaging (MRI)","3440-Mammography","3450-Nuclear Medicine-Diagnostic","3480-Oncology","3540-Prosthetic Devices","3550-Psychiatric/Psychological Services","3560-Pulmonary Function Testing","3620-Stress Test","3630-Ultra Sound","3640-Urology","3650-Vascular Lab","3700-Operating Room","3800-Recovery Room","3900-Delivery Room & Labor Room","4000-Anesthesiology","4100-Radiology - Diagnostic","4200-Radiology-Therapeutic","4600-Whole Blood & Packed Red Blood Cells","4700-Blood Storing, Processing, & Trans.","4800-Intravenous Therapy","4900-Respiratory Therapy","5000-Physical Therapy","5100-Occupational Therapy","5200-Speech Pathology","5500-Med Supplies Charged to Patient","5600-Drugs Charged to Patients","5700-Renal Dialysis","5800-ASC","6000-Clinic","6100-Emergency","6201-Observation Beds (Distinct Part)","8600-Other Organ Acquisition (Specify)","PCCR_OR_and_Anesth_Costs"
"Major chest procedures w/o CC/MCC ",0,0,0,0,0,0,0,0,0,3036.655,342.44,0,174.5,0,0,0,0,0,0,0,516.04511627907,800.944347826087,0,0,0,0,0,0,112.46,0,0,0,0,11149.2544680851,1144.53761904762,0,1961.47520833333,1146.93125,0,0,1620.93,0,1247.22333333333,567.3175,940.26,1012.75,2262.80276595745,1515.489375,0,9902.95,0,3304.71222222222,211.5,0,13110.7296764184
"Major chest trauma w CC",0,0,259,0,0,1395.57,397.5,0,0,7286.34545454545,0,1715.5,228.297142857143,0,0,0,0,0,0,288.5,943.268787878788,0,10864.31,0,0,0,191.1,0,499.905714285714,0,716.4925,0,0,3345.15,0,0,0,1279.70419354839,0,0,0,378.686666666667,3155.65444444444,689.158620689655,597.907894736842,0,1194.413125,1052.60545454545,0,0,0,3482.1478125,1093.51166666667,0,3345.15
"Major chest trauma w MCC",0,0,516,0,0,2575.66666666667,599.333333333333,0,0,4619.40608695652,0,2037.55,345.192857142857,0,0,0,378,0,0,0,1475.0812,0,3229,0,0,0,0,0,683.83,0,1077,0,954.333333333333,3904,1773,0,730.69,1355.84416666667,0,0,0,392,2265.50933333333,850.781,758.081428571429,1208.38833333333,2431.2675,2377.36666666667,0,0,292,2366.98142857143,264,0,4634.69
"Major chest trauma w/o CC/MCC",0,0,140,0,0,0,117,0,0,5123.822,0,2120.855,644.213333333333,0,0,0,0,0,0,0,643.436666666667,0,0,0,0,0,169.74,0,551,0,1004,0,1264,0,0,0,0,954.845714285714,0,0,0,218,883.5,510.886666666667,428.581666666667,0,233.3,545.724285714286,0,0,0,3245.95142857143,678.6975,0,0
"Major esophageal disorders w CC",0,0,0,0,0,0,1266.375,0,0,2333.6475,0,0,397.882,0,0,3161.135,577.75,194.59,0,950.75,1422.29666666667,717.15,0,0,0,0,0,0,0,0,967.626666666667,0,1155.47,2755.442,1035.8,0,872.865,778.133333333333,0,0,1945.40666666667,605,665.14,888.076666666667,615,977.5,912.89,1056.253,0,0,0,2418.09363636364,800,0,3628.307
"Major esophageal disorders w MCC ",0,0,0,0,0,1925,0,0,0,3126,0,0,1621.7575,0,0,3819.6,0,583.77,0,0,2503.31272727273,660.953333333333,0,0,1273,0,0,0,0,0,650.3675,0,1031.5,2448.6475,523.52,0,1061.13,1446.17571428571,3961.2,0,1213.1,232,2752.23,517.684,765.146666666667,1023.69,831.313333333333,6905.66454545455,0,0,213,1828.15444444444,932.74,0,3509.7775
"Major esophageal disorders w/o CC/ MCC",0,0,0,0,0,0,0,0,0,3278.915,0,2180.38,256.24,0,0,0,0,0,0,0,3546.88,896.93,0,0,1910.33,0,0,0,0,0,741.68,0,0,1763.3,0,0,308,536.55,0,0,0,879,0,806.73,0,354.63,0,746.476666666667,0,0,0,1082.35,0,0,2071.3
"Major gastrointestinal disorders & peritoneal infections w CC",0,0,929.984375,0,11075.1,1899,1588.10294117647,1319,0,3741.10982758621,241.08,2109.0475,342.296086956522,0,0,1932.18,547.390625,194.59,1033.8,505.25,1687.62348623853,655.342857142857,4486,0,3309.83,244,0,0,423.123846153846,1140.86,777.223333333333,0,902.333333333333,2777.32470588235,523.52,0,697.445714285714,732.111551724138,0,0,1360.285,660.512972972973,744.656111111111,777.777555555556,608.65,2999.02,751.6378,2303.395,0,0,897.1,1775.66752808989,1477.33857142857,0,3474.77042016807
"Major gastrointestinal disorders & peritoneal infections w MCC",0,0,1307.5,0,0,0,1304,0,0,3245.52931034483,0,2036.1825,294.244193548387,985,0,0,534.666666666667,0,0,409.5,3078.12265306122,136.99,3326.75,0,2871.13666666667,0,0,0,837.2675,1055.295,782.101111111111,0,1122.545,3319.7425,1051.73333333333,0,188,899.23243902439,0,0,1476.05333333333,550.850714285714,2190.53947368421,948.920689655172,1158.532,1105.14666666667,1274.79677419355,3178.07,3043.74666666667,0,1866.89666666667,1670.94815789474,141,0,3507.7425
"Major gastrointestinal disorders & peritoneal infections w/o CC/MCC",0,0,881.857142857143,0,0,0,763.95,0,0,4222.93717391304,0,0,244.913125,0,0,0,500.583333333333,0,0,277,1065.01106666667,157,2656.94,0,0,0,0,0,1280,0,1026.8075,0,992.725,3847.25235294118,1413.98571428571,0,1395.52666666667,655.957391304348,0,0,994.023333333333,634.307692307692,191.85,579.330833333333,1606.89,0,381.0764,998.831304347826,0,0,1121,2274.09838709677,1151.90333333333,0,5242.77901960784
"Major head & neck procedures w CC/ MCC or major device",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853.728,1994.41,0,0,0,0,0,0,0,0,0,0,760,21237.8471428571,1193.945,0,3857.37,322.92,0,0,2511.35,0,390,627.6,0,1041.77,427.913333333333,1447.83142857143,0,0,0,0,0,0,25095.2171428571
"Major head & neck procedures w/o CC/MCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776.43,1560.53,0,0,0,0,0,0,0,0,0,0,0,15151.5066666667,984.8575,0,2563.4225,658.4,0,0,0,0,0,0,0,0,665.465,1035.3025,0,13353.01,0,0,0,0,17714.9291666667
"Major hematol/immun diag exc sickle cell crisis & coagul w CC",0,0,866.958333333333,0,0,0,1664.15625,631.3125,0,4222.4225,0,2213.1625,307.454166666667,0,0,0,641.458333333333,0,0,911.3125,2496.61273584906,2380.757,5038.41571428571,0,0,713,0,0,682.898,0,1052.904,0,983.435555555556,1503.081,868.975,0,319.48,462.263421052632,7011.205,0,3328.78371428571,570.744761904762,2608.95875,711.754615384615,1029.695,853,796.41,7456.7871,0,0,252.333333333333,2151.370125,1237.8175,0,1822.561
"Major hematol/immun diag exc sickle cell crisis & coagul w MCC",0,0,498.75,0,0,1813,1501.2,0,0,5166.07538461538,0,2158.102,305.878,0,0,0,550,0,0,630,4406.80892857143,1096.90166666667,5000,0,0,0,0,0,321.0375,0,914.145,0,1080,2245.4325,0,0,518.96,713.674074074074,6721,330,5951.16238095238,853.5,779.681818181818,834.034166666667,1480.785,559.5,1179.72133333333,6873.03259259259,2602.75,1729.92,169,1644.92,1726.8,0,2764.3925
"Major hematol/immun diag exc sickle cell crisis & coagul w/o CC/MCC",0,0,295,0,0,0,704,807.5,0,4701.212,0,1996.9,229.78,0,0,0,0,0,0,0,1931.19740740741,3002.5275,0,0,0,1465,0,0,165,0,762.088,0,0,1847.898,685.65,0,593.32,491.025555555556,0,0,4593.10714285714,492.4575,525.58,537.86,0,0,2166.45,32765.322173913,0,0,194,1868.37785714286,0,0,2441.218
"Major joint & limb reattachment proc of upper extremity w CC/MCC",0,0,183,0,10082.43,7519.435,0,0,0,3277.70666666667,0,2567.12666666667,353.9675,0,0,0,0,0,0,0,603.352064516129,362.460769230769,0,0,0,0,220.455072463768,0,166.7525,0,0,0,0,16483.61,1769.8968,0,2830.95907079646,419.406529680365,0,0,1517.12571428571,202,360.6224,519.560295566502,533.003636363636,516.66,14074.1903883495,1073.94784688995,0,725.54,584,2123.21666666667,4935,0,19314.5690707965
"Major joint replacement or reattachment of lower extremity w MCC",0,0,481,0,10082.43,2449,789,0,0,2987.515,0,2114.33222222222,486.030769230769,0,0,3604,786.333333333333,0,0,912,2676.26641509434,434.4125,2724,0,5793.95,0,0,0,667.526,689.43,628.926666666667,0,939.998,12831.9796363636,1531.95480769231,0,1573.08784313725,1661.98472727273,0,0,1466.24285714286,356.928888888889,3080.0855,1525.27363636364,675.513142857143,865.77,4130.05692307692,3677.97854545455,1653.92,0,666,1831.83875,0,0,14405.0674795009
"Major joint replacement or reattachment of lower extremity w/o MCC",0,0,393.533333333333,0,0,1628.16071428571,314.722627737226,0,0,2635.27725490196,228.64,1969.97533333333,262.326497175141,985,0,0,400.540441176471,194.59,0,321.754032258065,612.902528014343,407.303290322581,3039.61222222222,476.355,2862,0,552.98,0,272.778598726115,755,580.724,0,890.105555555556,13444.8976498088,1590.4598631894,0,1716.82215053763,537.681274774775,5553.62333333333,0,1765.40323529412,242.231524390244,461.083598130841,1021.38738186462,516.526896057348,746.062857142857,6783.90026766595,1370.86002557545,0,613.4,694.513605442177,1852.62520661157,8217,0,15161.7198003464
"Major male pelvic procedures w CC/ MCC",0,0,0,0,0,1787,0,0,0,2129.55,0,0,277.5,0,0,0,0,291.885,0,0,624.61,912.135675675676,0,0,1112,0,0,0,0,0,489,0,800,16515.6447058824,1393.22368421053,0,2766.57921052632,279.75,0,0,2609.2575,200,1304.8,606.143333333333,351.81,0,933.271290322581,1156.59868421053,0,12419.8875,101,0,0,0,19282.2239164087
"Major male pelvic procedures w/o CC/ MCC",0,0,0,0,0,0,423,0,0,5663.1,0,3723.84,126,0,0,0,316,778.36,0,915,323.833333333333,882.934725274725,0,0,7320.47,0,0,0,0,188,0,0,0,16108.4384946237,1171.94688172043,0,2927.62054347826,323.305,0,0,0,202,709.381666666667,408.226666666667,0,0,643.219540229885,787.321505376344,0,0,0,0,0,0,19036.0590381019
"Major shoulder or elbow joint procedures w CC/MCC",0,0,1060,0,0,0,751,0,0,0,0,2312.17,147.5,0,0,0,605,0,0,367.75,1038.63,149.805,0,0,0,0,0,0,0,0,1374,0,1016,5334.03333333333,699.316666666667,0,1204.84,432.015,0,0,0,375,0,350.34,0,0,607.33,3050.06,592.135,0,0,1946.945,0,0,6538.87333333333
"Major shoulder or elbow joint procedures w/o CC/MCC",0,0,2444.75,0,0,0,445,0,0,904,0,0,197,0,0,0,1081,0,0,168.75,1524,0,2326,0,0,0,0,0,0,0,0,0,0,18613.75,1225.33333333333,0,2123.5,692.5,0,0,0,586,0,1163,724,0,1370.1,1255.57333333333,0,0,0,890.5,0,0,20737.25
"Major skin disorders w MCC ",0,0,0,0,0,0,3759,0,0,2381.67,0,2155.085,378.09,0,0,0,830,389.18,0,0,1928.89857142857,358.773333333333,4692.405,0,0,0,0,0,419.62,0,237.09,0,0,1511.38,648.89,0,2265.98,770.237142857143,0,0,1039.4,1087.31,139.16,2470.96,1296.23,2051,1302.52333333333,3267.55428571429,0,0,0,932.11,1053,0,3777.36
"Major skin disorders w/o MCC ",0,0,0,0,0,0,163,0,0,3731.48,0,2037.55,607.36,0,0,0,123,0,0,0,1841.83833333333,0,0,0,0,0,0,0,1006.64,0,2009.03,0,0,998.98,0,0,0,872,0,0,2562.16,1004,191.85,0,0,0,111.2,1006.29714285714,0,0,0,1664.578,1530,0,998.98
"Major small & large bowel procedures w CC",0,0,597.285714285714,0,0,1888.75,719.045454545455,0,0,4691.70495238095,367.32,2104.6175,255.433913043478,0,0,3162.13384615385,363.067307692308,547.3375,0,511.695652173913,1500.09431906615,594.270813953488,3939.66666666667,0,4290.215,0,0,0,382.2288,754.755,708.580909090909,0,943.646666666667,15877.0431683168,1432.98903914591,0,2196.87611111111,935.650769230769,0,312,1759.11125,359.572432432432,1519.86166666667,901.592602739726,622.758181818182,1531.03,2958.79950704225,2993.47851973684,0,5558.82333333333,1107.80529411765,2133.6446875,2155.98666666667,0,18073.9192794279
"Major small & large bowel procedures w MCC",0,0,1300.725,0,0,5211.38,2486.649375,584,0,6719.17723404255,367.32,2248.435,372.942077922078,0,0,3946.46416666667,1258.125,583.77,1033.8,1079.21875,5513.50796296296,610.320588235294,4469.738,0,4775.535,0,0,0,1007.74384615385,238,880.725625,0,2690.73583333333,22115.9412173913,2035.44627659574,0,2567.25689320388,1921.8368627451,704,0,2852.91577777778,637.489473684211,7342.24333333333,1451.65830508475,1203.3124137931,1697.71,4251.17518181818,11545.1669565217,4269.65,1692.64333333333,1805.01555555556,2445.65736842105,1084.175,0,24683.1981105952
"Major small & large bowel procedures w/o CC/MCC",0,0,363.875,0,0,0,360.123529411765,0,0,4181.40739130435,0,2375.715,257.25,0,0,0,171.722222222222,722.535,0,302.192307692308,538.771085271318,519.144552238806,3528,0,0,0,0,0,687.273,0,800,0,1546.995,14827.2606741573,1202.83538011696,0,1910.19849056604,651.924347826087,0,0,1153.74,239,880.8445,698.205,351.32,646.61,3288.06969879518,1601.04719101124,0,12841.89,246.133333333333,2232.461,143.84,0,16737.4591647233
"Major thumb or joint procedures",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1758.23,0,5464.14,0,0,0,0,0,0,0,0,0,0,7123.27,549.7,0,877.8,489.85,0,0,0,0,0,0,0,0,502.42,1467.11,0,0,0,3330.55,0,0,8001.07
"Malignancy of hepatobiliary system or pancreas w CC",0,0,362.5,0,0,0,1054,0,0,4971.905,246.601111111111,2270.05,213.287272727273,0,0,3964.045,378.5,1186.11,0,0,1535.1205,744.841666666667,5127.11333333333,0,1636.29666666667,828,0,0,0,0,900.599444444444,0,6608.885,5087.475,1979,0,944.76,510.457916666667,0,0,1397.4,485.315555555556,597.634285714286,568.3425,418.666666666667,666.58,1865.62071428571,1815.375,0,0,636,2257.78444444444,291.46,0,6032.235
"Malignancy of hepatobiliary system or pancreas w MCC",0,0,666.375,0,0,1595,2320.875,0,0,7065.68416666667,315.676428571429,2440.42,344.690714285714,0,0,0,382.25,486.475,0,220.5,3133.12263157895,644.313529411765,4936.71545454545,0,0,0,0,0,616.366666666667,0,934.380909090909,0,1385.705,5626.078,752.133333333333,0,854.688461538462,791.406538461539,23469.75,0,1702.8175,419.59375,3867.58142857143,987.705625,1156.13,1067.5,1103.89055555556,8622.78026315789,3730.04,0,0,2060.0825,0,0,6480.76646153846
"Malignancy of hepatobiliary system or pancreas w/o CC/MCC",0,0,0,0,0,0,0,0,0,4613.2,0,0,0,0,0,3903,0,194.59,0,0,740.99,274.28,3972,0,0,0,0,0,129.33,0,0,0,0,2025.19,0,0,0,523.03,0,0,0,0,0,331,318,0,1887.25,503.362,0,0,0,3029.66,0,0,2025.19
"Malignancy, female reproductive system w CC",0,0,438,0,0,0,1201.66666666667,741,0,1990.3375,0,0,492.55,0,0,0,420,0,0,599,1008.422,1335.26,2550,0,0,0,0,0,601,0,2743.42,0,944.94,5657.34,1255.85,0,854.7,369.55,44028.95,0,487.25,635,130,854.216666666667,0,0,385.328333333333,3668.253,0,0,331,1133.95,2737.5,0,6512.04
"Malignancy, female reproductive system w MCC",0,0,0,0,0,1304.29,0,0,0,5791.58666666667,0,0,297,0,0,0,0,0,0,0,3094.3625,0,3939,0,0,0,0,0,1056,0,800,0,848.5,0,0,0,0,678.033333333333,0,0,1891.4,0,423.545,704.3,0,0,1144.11,1802.555,0,0,0,2553.70333333333,0,0,0
"Malignancy, female reproductive system w/o CC/MCC",0,0,0,0,0,0,0,0,0,9169.67,0,0,0,0,0,0,0,0,0,0,537.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.49,0,0,0,0,0,0,0
"Malignancy, male reproductive system w CC",0,0,0,0,0,0,0,0,0,3157.79,0,1996.4,309.82,0,0,3903,0,389.18,0,0,1387.535,1561.665,4455,0,2399.23666666667,0,0,0,0,0,1196.185,0,0,3559.68,1066.41,0,796.626666666667,697.46,0,0,7130.675,379,1736,257.165,0,0,206.306666666667,1623.49857142857,0,0,4254.21,3385.67166666667,1438.4,0,4356.30666666667
"Malignancy, male reproductive system w MCC",0,0,0,0,0,3350,0,0,0,4599.236,114.84,4624.34,753.4575,0,0,0,0,0,0,0,6326.495,3314.1,7011.5,0,0,0,0,0,235,0,2240.445,0,1949.7,12272.87,0,0,730.69,835.092,0,0,31566.51,335,1614.18,777.93,416,0,533.595,7819.142,0,0,0,1690.5175,2684,0,13003.56
"Malignant breast disorders w CC",0,0,382.666666666667,0,0,0,786,0,0,7571.39666666667,581,1700,326,0,0,0,416,0,0,0,1297.16333333333,641.033333333333,0,0,0,0,0,0,0,0,695.5,0,0,5482.63333333333,360,0,0,926.874,12963.52,0,3892,669.5,2040,795,468.5,0,1781.675,994.685,0,0,115,1664.68666666667,0,0,5482.63333333333
"Malignant breast disorders w MCC ",0,0,0,0,0,0,0,0,0,6839.418,0,0,0,0,0,0,0,0,0,0,1676.03333333333,1170.6175,5000,400,1804,0,0,0,0,0,1051.22,0,647,4888.45333333333,0,0,0,998.932,5570.35,0,1292.05,537.18,1736,804.17,704.38,1581.785,201.73,3651.81625,0,0,0,2426.08571428571,493.5,0,4888.45333333333
"Mastectomy for malignancy w CC/ MCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.49,1117.4875,0,0,0,0,0,0,0,0,0,0,0,19209.8775,1070.05666666667,0,3139.9675,0,0,0,0,0,0,0,0,0,1074.3075,1190.73,0,0,0,0,141,0,22349.845
"Mastectomy for malignancy w/o CC/ MCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.77,920.413333333333,0,0,172.85,0,0,0,0,0,0,0,0,14533.9942857143,1658.63,0,2310.77666666667,0,0,0,0,200,0,760,754.24,0,604.443333333333,642.082857142857,0,0,101,0,0,0,16844.770952381
"Medical back problems w MCC",0,0,259,0,0,1951,849.546666666667,0,0,5595.04928571429,0,1857.87142857143,304.844166666667,0,0,0,268.5,0,0,0,1848.68885714286,240.91,5903.91454545455,0,0,0,169.74,0,350.832,0,833.7275,0,1114.935,2454.94333333333,523.52,0,769.366666666667,1108.1659375,0,330,1360.35,377.1875,2264.04636363636,1125.34896551724,996.896666666667,1009.42,1190.912,2306.77777777778,0,0,386,2182.78382352941,4875.7,0,3224.31
"Medical back problems w/o MCC ",0,0,181.646666666667,0,0,1841.66666666667,574.078947368421,0,0,4306.93720930233,228.64,2402.17636363636,300.174,2309.5125,0,0,258.230769230769,0,0,283,905.670311111111,619.72125,5234.30149425287,0,1886.30375,0,157.41,0,450.370909090909,0,712.8925,0,928.466923076923,2393.3025,1450.095,0,1933.8,949.902222222222,0,0,1285.7,414.67,1548.1453125,851.6416,855.270821917808,626.874285714286,793.19037037037,1115.44004291845,0,1091.515,1567.92857142857,2248.18148148148,1739.8218,0,4327.1025
"Menstrual & other female reproductive system disorders w CC/MCC",0,0,0,0,0,1899,0,0,0,4409.16,0,0,277.083333333333,0,0,0,0,0,0,0,1707.225,0,0,0,0,0,0,0,0,0,1584.13333333333,0,0,0,0,0,0,328,0,0,1923.825,222,0,0,176,0,121.05,1621.7075,0,0,0,1325.705,0,0,0
"Menstrual & other female reproductive system disorders w/o CC/MCC",0,0,0,0,0,0,0,0,0,6176.365,0,0,0,0,0,0,0,0,0,0,1325.54,0,2962.61,0,0,0,0,0,1188,0,1496.236,0,944.94,3891.485,523.52,0,787.29,1800.345,0,0,0,3870,0,0,0,0,514.175,1493.91666666667,0,0,0,2522.2425,1820,0,4678.775
"Minor bladder procedures w CC ",0,0,0,0,0,0,0,0,0,3060,0,0,245,0,0,0,0,0,0,0,1073.435,946,0,0,0,0,0,0,0,0,1857.6,0,0,8922.75,1285.485,0,1227.43,390,0,0,2918.75,346.42,1237.3,1163.58,318,0,1495.894,1748.12375,0,0,137,1907.605,2529.62,0,10150.18
"Minor bladder procedures w MCC",0,0,0,0,0,0,0,0,0,2324.2,0,0,245,0,0,0,0,0,0,0,1115.935,0,0,0,0,0,0,0,0,0,0,0,0,6147,2542,0,644,502.41,0,0,0,0,2642.27,627.6,0,0,2220.04,2569.09,0,0,0,3635.24,0,0,6791
"Minor bladder procedures w/o CC/ MCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.33,0,0,0,0,0,0,0,0,0,0,0,0,17889.2,847.78,0,3263.26,0,0,0,0,0,0,741.44,0,450.75,0,403.2,0,0,0,2401.65,705,0,21152.46
"Minor skin disorders w MCC ",0,0,962,0,0,0,791.14,0,0,5688.83,0,1805.585,330.865,0,0,0,337,0,0,0,1824.46833333333,136.99,0,0,2069.8,0,0,0,175.33,969.73,0,0,0,2513.42,0,0,159.74,407.138,3791.63,0,3782.38,898,3094.31666666667,1271.13,0,0,1286.08,3606.05333333333,1854.47,0,0,1258.54666666667,0,0,2673.16
"Minor skin disorders w/o MCC",0,0,531.416666666667,0,0,1951,722.8,779.85,0,2480.80666666667,0,2037.55,253.291666666667,0,0,3617,252.666666666667,0,0,162.375,1578.994,270.49375,1766,0,0,0,0,0,421.104,0,278.53,0,1085.6175,3400.69,600,0,0,503.506470588235,0,0,2032.09,556.331666666667,1879.302,794.204,463.873333333333,0,418.31,1235.19448275862,0,0,0,1750.01,1857.604,0,3400.69
"Minor small & large bowel procedures w MCC",0,0,0,0,0,0,0,0,0,5663.1,0,0,0,0,0,0,0,0,0,0,1209.32,0,0,0,0,0,0,0,0,0,0,0,0,8034.74,1196.05,0,1175.23,2509.66,0,0,0,0,278.32,0,0,0,168.11,2510.26,0,0,0,3485.85,0,0,9209.97
"Minor small & large bowel procedures w/o CC/MCC",0,0,0,0,0,0,0,0,0,4724.17333333333,0,0,156.0075,0,0,0,0,0,0,0,746.151818181818,317.938333333333,0,0,0,0,0,0,0,0,0,0,0,8225.28333333333,1124.5275,0,1200.17076923077,872.765,0,0,0,341,495.62,0,0,0,1555.01222222222,1148.84214285714,0,2757,674,2217.71666666667,128,0,9425.4541025641
"Minor small & large bowel proceduresw CC ",0,0,0,0,0,0,1471.125,0,0,4864.14,0,0,304.875,0,0,0,330.75,0,0,0,1212.15642857143,828.1025,0,0,0,0,0,0,0,0,0,0,0,9737.53823529412,1302.12571428571,0,1722.35384615385,836.5625,0,0,3455.005,715.25,203.143333333333,814.6275,520.436666666667,0,1738.31583333333,2075.78375,0,0,310,2089.5625,0,0,11459.892081448
"Mouth procedures w CC/MCC",0,0,0,0,0,0,0,0,0,4407.6775,0,0,0,0,0,0,0,0,0,0,1289.994,0,0,0,0,0,0,0,0,0,0,0,0,5463.90666666667,1583.91,0,636.99,1293.54,0,0,0,493,834.96,0,0,0,777.23,1963.578,0,0,0,2133.994,143.84,0,6100.89666666667
"Mouth procedures w/o CC/MCC",0,0,0,0,0,0,0,0,0,2461.53,0,0,0,0,0,0,0,0,0,0,984.6,0,0,0,0,0,0,0,0,0,0,0,0,5342.565,1066.41,0,1109.02666666667,0,0,0,0,0,5264.29,0,0,0,111.62,2475.19,0,0,0,5541.57666666667,0,0,6451.59166666667
"Multiple sclerosis & cerebellar ataxia w CC",0,0,275,0,0,0,334.333333333333,0,0,4392.774,0,1996.4,1342.71,0,0,0,246,0,0,0,1372.79615384615,455.53,8995.575,0,0,0,0,0,0,0,0,0,1094.05,1595.78333333333,0,0,0,854.137,0,0,0,490.828571428571,3897.735,2953.19714285714,2554.31923076923,1446.21,832.285714285714,1781.67947368421,0,0,0,1417.94076923077,1426.42666666667,0,1595.78333333333
"Multiple sclerosis & cerebellar ataxia w MCC",0,0,0,0,0,0,0,0,0,1257.04,0,0,304.24,0,0,0,0,0,0,0,719,0,1443.75,0,0,0,0,0,0,0,416.23,0,813.23,0,0,0,0,0,0,0,0,0,0,537.42,0,453.01,0,371.52,0,0,0,1128,0,0,0
"Multiple sclerosis & cerebellar ataxia w/o CC/MCC",0,0,304.333333333333,0,0,0,1542.08333333333,0,0,3336.68,0,0,0,0,0,0,239.333333333333,0,0,194,1287.268,1854.9,10234.322,0,0,0,0,0,0,0,0,0,0,882.32,523.52,0,2738.4,371.453333333333,0,0,0,610.25,0,3137.74666666667,7361.34,1466.59,225,1453.69818181818,0,0,0,1449.91625,1044.5,0,3620.72
"Myeloprolif disord or poorly diff neopl w maj O.R. proc w CC",0,0,0,0,0,0,956,0,0,4468.055,0,0,0,0,0,0,1007,0,0,2851,1657.52428571429,3052.945,5000,0,3673.42,0,0,0,0,0,1508.27,0,0,15560.9366666667,1276.05714285714,0,2976.91428571429,514.13,0,0,2239.6,429.74,721.085,0,350.56,0,1266.39625,4511.82111111111,0,0,194,2518.77,0,0,18537.850952381
"Myeloprolif disord or poorly diff neopl w maj O.R. proc w MCC ",0,0,0,0,0,0,0,0,0,5663.1,0,0,0,0,0,0,0,0,0,0,846.08,149.98,0,0,0,0,0,0,0,0,0,0,0,3585.17,1255.85,0,1131.9,358.5,0,0,0,382,0,0,0,0,0,2015.28,0,0,0,2745.23,0,0,4717.07
"Myeloprolif disord or poorly diff neopl w maj O.R. proc w/o CC/MCC",0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,365.53,633.8325,0,0,0,0,0,0,0,0,0,0,0,16757.465,1261.27,0,2577.7025,1103.305,0,0,587,0,121,1147.82,0,0,4293.77,1204.6825,0,0,0,0,0,0,19335.1675
"Myeloprolif disord or poorly diff neopl w other O.R. proc w CC/MCC",0,0,0,0,2237.67,0,0,0,0,7525.816,114.84,4704.38,139.6,0,0,0,0,0,0,0,2283.74416666667,1633.356,0,0,2554.96,0,0,0,0,0,1692.2,0,2063.875,14537.26,1108.36285714286,0,2542.282,1432.4025,11374.89,0,2245.112,0,3263.95,612.84,0,0,1075.19888888889,2614.31166666667,0,19869.79,0,2961.62,0,0,17079.542
"Nasal trauma & deformity w CC",0,0,473,0,0,1951,201.5,0,0,4710.21384615385,0,3127.74,268.446666666667,0,0,0,0,0,0,0,1926.68695652174,0,5547.44,0,0,0,0,0,509.1275,0,1228.68,0,0,1098.53,0,0,0,660.046666666667,0,0,1839.66,1083.486,870.86,781.158333333333,812.196,960.315,659.251666666667,1583.95857142857,0,0,124,1707.316,0,0,1098.53
"Nasal trauma & deformity w MCC ",0,0,0,0,0,0,0,0,0,6706.37333333333,0,2312.17,1432.69,0,0,0,0,0,0,0,1979.145,0,0,0,0,0,0,0,0,0,0,0,0,2811.73,0,0,0,348.82,0,0,0,0,2018.92,0,0,708.19,1438.15,1743.615,0,0,0,4235.54,0,0,2811.73
"Nasal trauma & deformity w/o CC/ MCC",0,0,0,0,0,1951,0,0,0,2944.67777777778,0,2312.17,151,0,0,0,0,0,0,0,561.209166666667,0,2872.285,0,1866.51,0,0,0,0,0,1244.65,0,0,2741.86,0,0,851.79,351.66,0,0,0,1381.1525,1031.08,443.495,784.02,450.75,0,950.745833333333,0,0,0,1833.58833333333,3960,0,3593.65
"Neonate w other significant problems ",0,274.1141089838,275.821428571429,0,0,4940.11,391.178104575163,0,532.689858156028,2324.2,0,3254.88695652174,1642.14675,0,0,0,206.105263157895,0,0,237.369318181818,529.927161862528,500.744,4989.356,0,0,0,0,0,154.900833333333,0,883.698035714286,0,1004.76,720.965616438356,738.585,0,1300.74,617.280696202532,0,0,1481.32,341.631538461538,1292.66128205128,0,752.94625,1120.51125,187.725303030303,219.787159090909,0,0,830.996666666667,1924.804,914.324285714286,0,2021.70561643836
